latitude,longitude,Kecerahan_Channel_4,Kecerahan_Channel_5,Jarak,tanggal_f,tgl,Tanggal,Kota,lat_pol,lon_pol,PM2_5,ISPU_PM_2_5,PM10,tanggal_a,Temperatur,Curah_Hujan,Kecepatan_Angin
-3.64937,104.68317,334.61,303.6,74.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.60086,104.84597,332.61,306.01,69.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.5939,104.64655,345.51,301.04,68.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.59337,104.65001,334.15,298.88,68.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.58836,104.61605,334.98,303.36,68.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.58784,104.61951,335.92,302.79,68.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.58453,104.61901,351.56,304.72,68.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.58365,104.64716,330.46,302.37,67.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.58313,104.65061,340.54,300.53,67.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.58034,104.64666,333.37,302.27,67.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.57981,104.65012,346.41,303.73,67,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.54545,104.63081,336.63,300.61,63.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.53984,104.69009,333.7,301.43,62,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.53813,104.61204,336.28,292.86,63.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.5381,104.97041,332.6,302.09,66,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.5355,104.62931,367,302.1,62.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.53271,104.62536,333.56,300.7,62.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.53219,104.62881,367,305.12,62.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.53166,104.63227,346.01,301.67,62.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.5294,104.62486,332.46,301.66,62.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.52887,104.62831,343.07,304.56,61.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.52273,104.69106,337.47,304.57,60.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.51909,104.64806,338.12,305.1,60.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.50425,104.65644,347.23,305.58,58.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.50215,104.67028,346.12,302.65,58.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.50146,104.65249,339.3,302.86,58.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.49983,104.88628,345.49,310.28,59,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.49762,104.65544,337.51,299.41,57.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.4833,104.66037,335.63,305.1,56.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.47675,105.17239,338.6,302.04,71.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.46954,105.1749,350.4,300.8,71.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.46525,104.84553,347.51,306.08,54.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.46472,104.849,339.73,307.53,54.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.46193,104.84502,346.02,305.88,53.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.4586,104.84452,337.47,304.27,53.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.45489,104.86885,339.29,308.91,53.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.43211,104.68408,335.17,306.67,50.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.42554,105.06065,347.04,301.32,59.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.4222,105.06014,335.95,300.47,59.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.41941,105.05936,343.56,303.14,59.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.4166,105.05535,350.3,303.29,58.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.41607,105.05885,353.93,302.53,58.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.4138,105.05135,340.53,303.65,58.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.41327,105.05485,333.87,299.44,58.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.40925,104.87936,338.29,305.4,49.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.40539,104.88234,336.73,307.56,48.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.38891,104.90121,343.31,303.04,47.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.38587,105.28088,340.71,301.27,73.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.37863,105.2834,335.38,305.52,73.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.37099,105.04132,352.75,311.49,53.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.37046,105.04482,354.04,311.67,53.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36926,105.03033,345.62,309.26,52.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36872,105.03382,367,319.13,52.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36819,105.03732,367,317.23,53,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36766,105.04082,355.77,315.06,53.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36646,105.02632,367,318.77,52.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36592,105.02982,355.16,316.31,52.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36539,105.03332,344.81,312.4,52.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36472,105.01534,344.95,310.65,51.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36419,105.01883,356.2,312.78,51.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36366,105.02232,344.93,307.1,51.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.3635,105.27028,347.9,298.76,71.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36323,104.86887,331.29,306.16,44,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.3623,104.89721,349.83,305.83,44.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36177,104.9007,334.06,302.59,45,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36139,105.01483,352.58,303.82,51,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36086,105.01833,353.36,308.86,51.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.36032,105.02182,343.19,307.18,51.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.35845,104.9002,333.37,300,44.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.35086,105.01682,346.16,306.26,50.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.34753,105.01633,346.66,307.09,49.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.34725,105.06281,349.2,308.9,53,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.34699,105.01981,367,320.52,50,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.34646,105.02331,355.55,316.48,50.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.3454,104.85196,344.96,302.7,41.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.34445,105.05881,342.03,310.15,52.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.34391,105.0623,352.61,314.15,52.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.34366,105.01932,356.27,321.96,49.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.34312,105.02281,351.93,313.88,49.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.34086,105.01532,342.91,309.59,49.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.34033,105.01881,356.34,312.55,49.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.33979,105.02232,350.16,308.63,49.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.33874,105.23045,346.97,299.26,66.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.33821,105.23397,346.71,301.33,66.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.33767,105.2375,344.43,301.96,66.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.33713,105.24102,340.43,299.24,66.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.3354,105.22994,341.7,300.78,65.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.33486,105.23347,340.13,299.39,66.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.33432,105.23699,331.71,297.37,66.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.33378,105.24052,334.87,298.13,66.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.33175,105.27629,330.68,301.94,69.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.33151,105.23296,330.35,298.64,65.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.32894,105.27225,335.05,302.38,69.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.3284,105.27579,345.69,299.35,69.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.32709,105.23952,333.42,297.7,66.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.32669,104.95531,345.86,303.16,44.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.32336,104.95481,337.11,301.25,43.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.31986,105.24203,331.15,301,65.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.31797,104.90051,332.12,300.85,40.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.31586,104.91444,355.31,299.32,41,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.31575,104.82544,333.65,302.05,37.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.31522,104.82892,333.42,301,37.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.31359,104.90697,352.85,301.48,40.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.31306,104.91046,347.99,302.65,40.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.31268,104.71143,338.22,308.32,36.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.31253,104.91395,336.85,301.74,40.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.312,104.91743,332.04,298.49,40.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.31026,104.90647,347.95,304.32,40,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.3078,104.20567,346.01,296.78,70.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.30731,104.65749,330.1,299.29,37.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.30451,104.65354,344.8,294.66,37.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.30346,104.66045,336.39,300.46,36.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.30172,104.64957,338.81,299.21,37.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.3012,104.65304,352.79,297.73,36.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.30119,105.03368,338.01,307.04,47,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.30035,104.99421,342.2,307.75,44.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.29104,105.01068,345.76,310.1,44.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.29051,105.01418,342.44,308.14,44.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.28997,105.01768,337.14,307.32,44.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.28756,104.9887,356.04,315.96,42.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.28423,104.9882,367,299.26,42.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.28369,104.9917,343.25,302.99,42.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.28364,104.90247,330.59,298.74,37.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.28349,105.34508,351.91,305.94,73.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.28234,104.95577,344.14,302.23,40.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.28068,105.34103,331.93,300.44,73.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.28013,105.34457,334.09,299.36,73.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.27818,104.15547,333.66,296.38,74,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.27732,105.34052,334.04,301.57,73,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.27435,104.15842,342.86,294.85,73.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.27061,105.33952,347.03,306.86,72.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.27007,105.34306,332.07,297.17,72.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.26867,105.3386,330.5,301.13,72.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.26478,105.34164,335.79,299.38,72.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.25648,105.2607,341.23,299.76,64,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.24374,105.27688,335.76,294.6,65,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.24058,104.73914,344.83,307.77,28.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.23544,104.99516,339.23,305.97,38.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.23211,104.99466,347.09,305.66,38.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.23158,104.99815,337.49,304.2,38.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.20082,105.28851,331.1,302.35,64.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.19747,105.288,339.84,299.25,64.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.1885,105.2794,351.94,301.21,62.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.18796,105.28294,336.45,291.23,63.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.17255,105.33861,342.25,301.69,68.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.172,105.34216,355.03,306.99,68.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.17145,105.34571,367,303.2,69.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.16646,105.35585,333.85,295.69,70,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.16365,105.3518,340.36,298.33,69.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.1631,105.35535,340.98,305.62,69.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.16255,105.3589,332.41,297.56,70.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.16084,105.34774,345.94,296.47,69,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.16029,105.35129,341.52,297.79,69.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.15821,105.3507,332.78,299.05,69.2,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.15767,105.35426,330.58,299.94,69.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.15485,105.3502,334.33,297.43,69.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.15168,105.10046,335.61,299.81,42.9,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.14834,105.09996,338.23,302.34,42.7,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.14446,105.10297,346.61,300.08,42.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.13866,105.25349,330.61,298.71,58.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.11821,104.98429,333.88,301.53,29.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.11326,105.30762,347.57,297.13,63.3,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.11225,105.1125,338.67,300.16,42.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.11153,105.29648,338.16,295.59,62.1,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.10978,105.17334,330.35,299.47,48.8,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.10871,105.29243,350.92,305.32,61.6,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.10817,105.29597,343.21,298.45,62,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.10536,105.29193,347.23,295.01,61.4,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.10492,104.96371,334.81,299.95,27,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
-3.10277,105.21918,337.18,298.69,53.5,2023-10-01,2023-10-01,1,Palembang,-2.9831,104.7527,38.66,91.68,43.07,2023-10-01,29.2,0,2
