country_id,latitude,longitude,bright_ti4,scan,track,tanggal_f,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,Kota,lat_p,lon_p,distance,hs
IDN,-2.71299,104.13492,334.96,0.41,0.37,2023-10-06,637,1,VIIRS,n,2.0NRT,299.63,2.86,D,Palembang,-2.9831,104.7527,74.9,1
IDN,-2.71243,104.13857,341.18,0.41,0.37,2023-10-06,637,1,VIIRS,n,2.0NRT,303.28,4.2,D,Palembang,-2.9831,104.7527,74.6,1
IDN,-2.70629,105.28484,344.99,0.45,0.39,2023-10-06,637,1,VIIRS,n,2.0NRT,307.03,20.6,D,Palembang,-2.9831,104.7527,66.6,1
IDN,-2.70432,104.39704,339.48,0.41,0.37,2023-10-06,637,1,VIIRS,n,2.0NRT,304.88,6.98,D,Palembang,-2.9831,104.7527,50.1,1
IDN,-2.49383,105.06513,333.16,0.44,0.38,2023-10-06,637,1,VIIRS,n,2.0NRT,300.43,3.1,D,Palembang,-2.9831,104.7527,64.3,1
IDN,-3.65039,104.66541,297.83,0.53,0.67,2023-10-06,1739,1,VIIRS,n,2.0NRT,284.95,1.38,N,Palembang,-2.9831,104.7527,74.4,1
IDN,-3.6434,104.66174,308.29,0.53,0.67,2023-10-06,1739,1,VIIRS,n,2.0NRT,290.4,1.81,N,Palembang,-2.9831,104.7527,73.7,1
IDN,-3.64257,104.65697,311.07,0.53,0.67,2023-10-06,1739,1,VIIRS,n,2.0NRT,284.43,1.81,N,Palembang,-2.9831,104.7527,73.7,1
IDN,-3.54978,104.66644,305.15,0.53,0.67,2023-10-06,1739,1,VIIRS,n,2.0NRT,285.66,3.61,N,Palembang,-2.9831,104.7527,63.4,1
IDN,-3.54895,104.66162,323.42,0.53,0.67,2023-10-06,1739,1,VIIRS,n,2.0NRT,288.51,3.61,N,Palembang,-2.9831,104.7527,63.4,1
IDN,-3.5411,104.65305,354.27,0.53,0.67,2023-10-06,1739,1,VIIRS,n,2.0NRT,296.32,21.23,N,Palembang,-2.9831,104.7527,62.7,1
IDN,-3.54027,104.64822,346.95,0.54,0.67,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.68,17.65,N,Palembang,-2.9831,104.7527,62.7,1
IDN,-3.53492,104.65418,316.45,0.53,0.67,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.68,4.81,N,Palembang,-2.9831,104.7527,62,1
IDN,-3.53409,104.64934,320.47,0.54,0.67,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.11,4.43,N,Palembang,-2.9831,104.7527,62,1
IDN,-3.36845,105.03941,305.35,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.3,1.96,N,Palembang,-2.9831,104.7527,53.2,1
IDN,-3.36708,105.03696,308.34,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.08,2.26,N,Palembang,-2.9831,104.7527,52.9,1
IDN,-3.3637,105.01198,335.22,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.65,3.75,N,Palembang,-2.9831,104.7527,51,1
IDN,-3.36328,105.01405,307.85,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.17,5.08,N,Palembang,-2.9831,104.7527,51.1,1
IDN,-3.36291,105.00737,318.75,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,292.51,3.75,N,Palembang,-2.9831,104.7527,50.6,1
IDN,-3.36252,105.00947,335.1,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.81,4.28,N,Palembang,-2.9831,104.7527,50.7,1
IDN,-3.36176,105.00484,309.91,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,292.27,4.28,N,Palembang,-2.9831,104.7527,50.4,1
IDN,-3.35843,105.01761,304.85,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.13,5.38,N,Palembang,-2.9831,104.7527,50.9,1
IDN,-3.35763,105.01302,339.26,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.73,4.82,N,Palembang,-2.9831,104.7527,50.5,1
IDN,-3.35722,105.01512,322.53,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.38,5.08,N,Palembang,-2.9831,104.7527,50.6,1
IDN,-3.35684,105.00843,330.68,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.36,4.82,N,Palembang,-2.9831,104.7527,50.2,1
IDN,-3.35645,105.01052,339.13,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.69,4.28,N,Palembang,-2.9831,104.7527,50.3,1
IDN,-3.35569,105.00591,306.98,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.5,4.28,N,Palembang,-2.9831,104.7527,49.9,1
IDN,-3.35157,105.01408,319.53,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.59,4.82,N,Palembang,-2.9831,104.7527,50,1
IDN,-3.35115,105.0162,306.94,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.06,4.85,N,Palembang,-2.9831,104.7527,50.1,1
IDN,-3.35038,105.01159,313.37,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.23,3.88,N,Palembang,-2.9831,104.7527,49.8,1
IDN,-3.3455,105.01513,313.46,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.68,5.78,N,Palembang,-2.9831,104.7527,49.6,1
IDN,-3.3447,105.01054,333.14,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.98,5.78,N,Palembang,-2.9831,104.7527,49.2,1
IDN,-3.34432,105.01268,333.77,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,296.46,3.88,N,Palembang,-2.9831,104.7527,49.3,1
IDN,-3.34355,105.00806,319.85,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.06,3.88,N,Palembang,-2.9831,104.7527,48.9,1
IDN,-3.33943,105.01617,307.85,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.52,5.78,N,Palembang,-2.9831,104.7527,49.1,1
IDN,-3.33863,105.01157,367,0.51,0.66,2023-10-06,1739,1,VIIRS,h,2.0NRT,298.51,5.78,N,Palembang,-2.9831,104.7527,48.7,1
IDN,-3.33825,105.01372,321.84,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.34,9.08,N,Palembang,-2.9831,104.7527,48.8,1
IDN,-3.33783,105.00697,335.58,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.16,13.1,N,Palembang,-2.9831,104.7527,48.3,1
IDN,-3.33748,105.00912,367,0.51,0.66,2023-10-06,1739,1,VIIRS,h,2.0NRT,296.53,9.08,N,Palembang,-2.9831,104.7527,48.5,1
IDN,-3.3367,105.00452,315.79,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.62,7.84,N,Palembang,-2.9831,104.7527,48.1,1
IDN,-3.32517,105.23019,317.87,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.66,4.67,N,Palembang,-2.9831,104.7527,65.2,1
IDN,-3.3235,104.92567,307.98,0.52,0.67,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.64,2.02,N,Palembang,-2.9831,104.7527,42.3,1
IDN,-3.31397,105.23678,318.14,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.74,4.26,N,Palembang,-2.9831,104.7527,65.1,1
IDN,-3.31321,105.23233,308.26,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.32,2.71,N,Palembang,-2.9831,104.7527,64.6,1
IDN,-3.31178,105.25996,305.15,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.93,2.72,N,Palembang,-2.9831,104.7527,67.1,1
IDN,-3.30428,105.25214,303.95,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.87,1.58,N,Palembang,-2.9831,104.7527,65.9,1
IDN,-3.28891,105.01762,304.16,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.66,2.12,N,Palembang,-2.9831,104.7527,44.8,1
IDN,-3.28812,105.01301,306.73,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.08,2.89,N,Palembang,-2.9831,104.7527,44.4,1
IDN,-3.28261,104.9807,305.01,0.51,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.08,2.36,N,Palembang,-2.9831,104.7527,41.7,1
IDN,-3.18131,104.65038,308.71,0.54,0.68,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.18,1.17,N,Palembang,-2.9831,104.7527,24.7,1
IDN,-3.18046,104.64551,304.3,0.54,0.68,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.62,1.17,N,Palembang,-2.9831,104.7527,24.9,1
IDN,-3.18035,104.63352,320.59,0.54,0.68,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.5,2.14,N,Palembang,-2.9831,104.7527,25.5,1
IDN,-3.17876,104.6357,319.22,0.54,0.68,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.01,3.06,N,Palembang,-2.9831,104.7527,25.2,1
IDN,-3.1779,104.63078,303.94,0.54,0.68,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.3,1.76,N,Palembang,-2.9831,104.7527,25.4,1
IDN,-3.17658,104.64932,309.52,0.54,0.68,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.65,3.68,N,Palembang,-2.9831,104.7527,24.3,1
IDN,-3.17494,104.63953,305.59,0.54,0.68,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.33,2.14,N,Palembang,-2.9831,104.7527,24.7,1
IDN,-3.10236,105.32494,317.26,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.6,3.38,N,Palembang,-2.9831,104.7527,65,1
IDN,-3.1016,105.32053,305.14,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.57,2.64,N,Palembang,-2.9831,104.7527,64.5,1
IDN,-3.09992,105.32672,309.2,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.22,1.68,N,Palembang,-2.9831,104.7527,65.1,1
IDN,-3.09919,105.3223,307.19,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.15,1.68,N,Palembang,-2.9831,104.7527,64.6,1
IDN,-3.09389,105.23945,306.47,0.5,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,293.41,2.86,N,Palembang,-2.9831,104.7527,55.5,1
IDN,-3.09312,105.23496,309.99,0.5,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.3,2.86,N,Palembang,-2.9831,104.7527,55,1
IDN,-3.09235,105.23046,343.8,0.5,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,298.17,7.04,N,Palembang,-2.9831,104.7527,54.5,1
IDN,-3.09158,105.22598,330.79,0.5,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.04,7.04,N,Palembang,-2.9831,104.7527,54,1
IDN,-3.0913,105.23653,313.34,0.5,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.18,4.45,N,Palembang,-2.9831,104.7527,55.1,1
IDN,-3.09056,105.23203,331.37,0.5,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,297.02,4.45,N,Palembang,-2.9831,104.7527,54.6,1
IDN,-3.08982,105.22752,336.22,0.5,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.67,8.13,N,Palembang,-2.9831,104.7527,54.1,1
IDN,-3.07354,105.22906,334.38,0.5,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.77,5.95,N,Palembang,-2.9831,104.7527,53.9,1
IDN,-3.07277,105.22458,309.08,0.5,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.59,5.25,N,Palembang,-2.9831,104.7527,53.4,1
IDN,-3.07178,105.23066,320.15,0.5,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,294.87,4.11,N,Palembang,-2.9831,104.7527,54,1
IDN,-3.07104,105.22616,321.04,0.5,0.66,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.46,4.11,N,Palembang,-2.9831,104.7527,53.5,1
IDN,-2.98363,105.34443,303.35,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,291.87,0.92,N,Palembang,-2.9831,104.7527,65.8,1
IDN,-2.97967,105.34293,303.18,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,292.18,0.8,N,Palembang,-2.9831,104.7527,65.6,1
IDN,-2.9714,105.33072,351,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.4,4.47,N,Palembang,-2.9831,104.7527,64.3,1
IDN,-2.97064,105.32629,311.92,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,292.54,4.47,N,Palembang,-2.9831,104.7527,63.8,1
IDN,-2.96949,105.33325,315.88,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.94,7.98,N,Palembang,-2.9831,104.7527,64.6,1
IDN,-2.96875,105.32882,350.63,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.7,9.76,N,Palembang,-2.9831,104.7527,64.1,1
IDN,-2.96542,105.33175,305.65,0.49,0.65,2023-10-06,1739,1,VIIRS,n,2.0NRT,295.25,4.47,N,Palembang,-2.9831,104.7527,64.4,1
IDN,-2.95495,104.94324,309,0.52,0.67,2023-10-06,1739,1,VIIRS,n,2.0NRT,292.99,1.01,N,Palembang,-2.9831,104.7527,21.4,1
IDN,-2.83816,104.50151,307.01,0.56,0.69,2023-10-06,1739,1,VIIRS,n,2.0NRT,292.23,0.7,N,Palembang,-2.9831,104.7527,32.2,1
IDN,-3.18035,104.6479,301.88,0.8,0.78,2023-10-06,1919,1,VIIRS,n,2.0NRT,291.28,3.28,N,Palembang,-2.9831,104.7527,24.7,1
IDN,-3.17826,104.63378,301.03,0.79,0.78,2023-10-06,1919,1,VIIRS,n,2.0NRT,291.02,1.68,N,Palembang,-2.9831,104.7527,25.3,1
IDN,-3.0652,104.19849,301.27,0.74,0.76,2023-10-06,1919,1,VIIRS,n,2.0NRT,291.09,0.65,N,Palembang,-2.9831,104.7527,62.3,1
IDN,-2.75993,104.14188,346.33,0.72,0.76,2023-10-06,1919,1,VIIRS,n,2.0NRT,290.88,9.93,N,Palembang,-2.9831,104.7527,72.3,1
IDN,-3.63221,104.88113,343.19,0.44,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,298.42,5.6,D,Palembang,-2.9831,104.7527,73.2,1
IDN,-3.57799,104.56989,353.67,0.45,0.39,2023-10-07,618,1,VIIRS,n,2.0NRT,300.09,10.77,D,Palembang,-2.9831,104.7527,68.8,1
IDN,-3.57746,104.54929,332.66,0.45,0.39,2023-10-07,618,1,VIIRS,n,2.0NRT,298.2,3.47,D,Palembang,-2.9831,104.7527,69.5,1
IDN,-3.57544,104.82888,335.48,0.44,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,297.91,19.19,D,Palembang,-2.9831,104.7527,66,1
IDN,-3.57444,104.56935,341.24,0.45,0.39,2023-10-07,618,1,VIIRS,l,2.0NRT,302.12,8.52,D,Palembang,-2.9831,104.7527,68.5,1
IDN,-3.53344,104.69765,340.28,0.44,0.39,2023-10-07,618,1,VIIRS,n,2.0NRT,305.27,6.19,D,Palembang,-2.9831,104.7527,61.2,1
IDN,-3.53274,104.82216,345.26,0.44,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,300.7,7.72,D,Palembang,-2.9831,104.7527,61.3,1
IDN,-3.5305,104.69318,332.11,0.44,0.39,2023-10-07,618,1,VIIRS,l,2.0NRT,302.6,6.19,D,Palembang,-2.9831,104.7527,60.9,1
IDN,-3.50117,104.88915,347.13,0.43,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,306.44,13.44,D,Palembang,-2.9831,104.7527,59.3,1
IDN,-3.49097,105.16982,330.91,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,292.48,3.36,D,Palembang,-2.9831,104.7527,72.8,1
IDN,-3.48059,105.16828,336.61,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,292.28,2.68,D,Palembang,-2.9831,104.7527,71.8,1
IDN,-3.46731,105.16245,337.82,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,303.04,11.33,D,Palembang,-2.9831,104.7527,70.3,1
IDN,-3.46556,105.15057,338.21,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,300.02,5.71,D,Palembang,-2.9831,104.7527,69.3,1
IDN,-3.46499,105.15435,330.18,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,301.56,5.71,D,Palembang,-2.9831,104.7527,69.5,1
IDN,-3.4621,105.15005,367,0.42,0.38,2023-10-07,618,1,VIIRS,h,2.0NRT,302.62,5.71,D,Palembang,-2.9831,104.7527,69,1
IDN,-3.46153,105.15384,352.73,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,303.42,5.71,D,Palembang,-2.9831,104.7527,69.2,1
IDN,-3.46096,105.15762,331.62,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,302.62,18.07,D,Palembang,-2.9831,104.7527,69.4,1
IDN,-3.38487,105.26583,335.63,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,301.96,3.56,D,Palembang,-2.9831,104.7527,72.3,1
IDN,-3.38432,105.26958,342.06,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,304.1,4.83,D,Palembang,-2.9831,104.7527,72.6,1
IDN,-3.38143,105.26532,335.39,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,305.5,3.56,D,Palembang,-2.9831,104.7527,72,1
IDN,-3.38088,105.26907,338.99,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,306,4.83,D,Palembang,-2.9831,104.7527,72.3,1
IDN,-3.37854,105.26106,343.91,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,305.19,5.94,D,Palembang,-2.9831,104.7527,71.4,1
IDN,-3.37565,105.26092,339.99,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,307.49,4.79,D,Palembang,-2.9831,104.7527,71.2,1
IDN,-3.37509,105.26054,345.49,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,307.59,5.94,D,Palembang,-2.9831,104.7527,71.2,1
IDN,-3.3722,105.26041,337.57,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,302.41,4.79,D,Palembang,-2.9831,104.7527,71,1
IDN,-3.36368,105.01125,367,0.43,0.38,2023-10-07,618,1,VIIRS,h,2.0NRT,306.57,27.13,D,Palembang,-2.9831,104.7527,51,1
IDN,-3.35963,105.01456,367,0.43,0.38,2023-10-07,618,1,VIIRS,h,2.0NRT,303.96,27.13,D,Palembang,-2.9831,104.7527,50.8,1
IDN,-3.35802,105.07286,335.56,0.43,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,299.78,3.62,D,Palembang,-2.9831,104.7527,54.6,1
IDN,-3.34001,105.2403,341.31,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,305.32,6.08,D,Palembang,-2.9831,104.7527,67,1
IDN,-3.33945,105.24406,342.05,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,305,6.08,D,Palembang,-2.9831,104.7527,67.3,1
IDN,-3.33023,105.23502,334.62,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,304.95,4.41,D,Palembang,-2.9831,104.7527,65.9,1
IDN,-3.32735,105.23075,335.13,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,305.78,4.41,D,Palembang,-2.9831,104.7527,65.4,1
IDN,-3.32678,105.2345,340.24,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,304.83,4.41,D,Palembang,-2.9831,104.7527,65.7,1
IDN,-3.32053,105.25276,334.44,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,303.31,7.66,D,Palembang,-2.9831,104.7527,66.9,1
IDN,-3.31698,104.71912,334.19,0.44,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,305.69,9.39,D,Palembang,-2.9831,104.7527,37.1,1
IDN,-3.3076,104.68555,332.51,0.44,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,304.52,7.45,D,Palembang,-2.9831,104.7527,36.7,1
IDN,-3.30564,105.25823,340.82,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,300.04,6.84,D,Palembang,-2.9831,104.7527,66.6,1
IDN,-3.3022,105.25772,351.19,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,299.91,6.84,D,Palembang,-2.9831,104.7527,66.3,1
IDN,-3.30172,104.93941,336.4,0.43,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,297.7,12.36,D,Palembang,-2.9831,104.7527,40.9,1
IDN,-3.29823,104.9389,348.56,0.43,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,299.24,12.36,D,Palembang,-2.9831,104.7527,40.5,1
IDN,-3.29591,104.95428,346.14,0.43,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,296.55,8.4,D,Palembang,-2.9831,104.7527,41.2,1
IDN,-3.28783,105.03136,337.15,0.43,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,306.6,6.62,D,Palembang,-2.9831,104.7527,45.8,1
IDN,-3.28551,105.02322,345.29,0.43,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,306.42,13.02,D,Palembang,-2.9831,104.7527,45,1
IDN,-3.27624,105.33786,330.23,0.42,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,304.99,6.02,D,Palembang,-2.9831,104.7527,72.7,1
IDN,-3.27336,105.33363,334.92,0.42,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,303.82,6.26,D,Palembang,-2.9831,104.7527,72.1,1
IDN,-3.27299,105.26486,343.29,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,302.22,9.79,D,Palembang,-2.9831,104.7527,65.3,1
IDN,-3.26287,104.98468,353.76,0.43,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,299.7,7.83,D,Palembang,-2.9831,104.7527,40.3,1
IDN,-3.26279,105.26709,334.21,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,302.24,4.19,D,Palembang,-2.9831,104.7527,65,1
IDN,-3.26102,104.19675,335.21,0.46,0.39,2023-10-07,618,1,VIIRS,n,2.0NRT,304.33,6.91,D,Palembang,-2.9831,104.7527,69,1
IDN,-3.24114,105.31731,332.48,0.42,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,301.46,4.91,D,Palembang,-2.9831,104.7527,68.9,1
IDN,-3.22808,104.97953,335.15,0.43,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,302.97,4.05,D,Palembang,-2.9831,104.7527,37,1
IDN,-3.22768,105.21976,331.14,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,305.83,5.11,D,Palembang,-2.9831,104.7527,58.5,1
IDN,-3.22292,105.34506,331.29,0.42,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,303.94,3.37,D,Palembang,-2.9831,104.7527,71,1
IDN,-3.21135,105.30529,335.15,0.42,0.37,2023-10-07,618,1,VIIRS,n,2.0NRT,304.96,4,D,Palembang,-2.9831,104.7527,66.4,1
IDN,-3.18879,104.2752,333.63,0.46,0.39,2023-10-07,618,1,VIIRS,l,2.0NRT,299.58,4.07,D,Palembang,-2.9831,104.7527,57.7,1
IDN,-3.17717,104.56584,355.18,0.44,0.39,2023-10-07,618,1,VIIRS,l,2.0NRT,299.35,16.04,D,Palembang,-2.9831,104.7527,29.9,1
IDN,-3.17658,104.56982,367,0.44,0.39,2023-10-07,618,1,VIIRS,h,2.0NRT,299.92,11.35,D,Palembang,-2.9831,104.7527,29.5,1
IDN,-3.17578,105.28477,354.88,0.42,0.37,2023-10-07,618,1,VIIRS,n,2.0NRT,308.01,11.27,D,Palembang,-2.9831,104.7527,62.9,1
IDN,-3.17304,104.56929,356.57,0.44,0.39,2023-10-07,618,1,VIIRS,l,2.0NRT,299.81,11.35,D,Palembang,-2.9831,104.7527,29.3,1
IDN,-3.17234,105.28427,334.38,0.42,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,305.1,4.49,D,Palembang,-2.9831,104.7527,62.7,1
IDN,-3.17218,104.23917,340.49,0.46,0.39,2023-10-07,618,1,VIIRS,l,2.0NRT,306.02,12.01,D,Palembang,-2.9831,104.7527,60.8,1
IDN,-3.15653,105.32001,332.38,0.42,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,304.81,3.84,D,Palembang,-2.9831,104.7527,65.9,1
IDN,-3.15598,105.32374,334.39,0.42,0.37,2023-10-07,618,1,VIIRS,n,2.0NRT,304.11,3.84,D,Palembang,-2.9831,104.7527,66.3,1
IDN,-3.15255,105.32323,347.17,0.42,0.37,2023-10-07,618,1,VIIRS,n,2.0NRT,304.23,6.24,D,Palembang,-2.9831,104.7527,66.1,1
IDN,-3.14966,105.31899,333.76,0.42,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,302.67,6.24,D,Palembang,-2.9831,104.7527,65.6,1
IDN,-3.14922,105.32293,351.21,0.42,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,304.1,9.26,D,Palembang,-2.9831,104.7527,66,1
IDN,-3.14911,105.32272,354.45,0.42,0.37,2023-10-07,618,1,VIIRS,n,2.0NRT,303.9,6.24,D,Palembang,-2.9831,104.7527,66,1
IDN,-3.14579,105.32242,339.28,0.42,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,301.73,9.26,D,Palembang,-2.9831,104.7527,65.8,1
IDN,-3.13195,105.27467,333,0.42,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,303.92,4.34,D,Palembang,-2.9831,104.7527,60.3,1
IDN,-3.1255,105.22404,333.25,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,305.21,6.13,D,Palembang,-2.9831,104.7527,54.7,1
IDN,-3.12143,105.20428,334.39,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,304.36,6.85,D,Palembang,-2.9831,104.7527,52.5,1
IDN,-3.11518,105.2225,338.36,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,307.53,8.57,D,Palembang,-2.9831,104.7527,54.2,1
IDN,-3.10964,105.11791,330.46,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,304.31,7.92,D,Palembang,-2.9831,104.7527,42.9,1
IDN,-3.1095,105.23697,341.48,0.42,0.38,2023-10-07,618,1,VIIRS,l,2.0NRT,309.78,11.57,D,Palembang,-2.9831,104.7527,55.6,1
IDN,-3.10695,105.32425,334.82,0.42,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,302.86,6.07,D,Palembang,-2.9831,104.7527,65,1
IDN,-3.10408,105.32003,338.09,0.42,0.37,2023-10-07,618,1,VIIRS,n,2.0NRT,304.44,6.07,D,Palembang,-2.9831,104.7527,64.5,1
IDN,-3.10352,105.32375,344.81,0.42,0.37,2023-10-07,618,1,VIIRS,n,2.0NRT,304.69,6.07,D,Palembang,-2.9831,104.7527,64.9,1
IDN,-3.10296,105.32745,342.46,0.41,0.37,2023-10-07,618,1,VIIRS,l,2.0NRT,304.4,9.71,D,Palembang,-2.9831,104.7527,65.3,1
IDN,-3.10253,105.21297,343.07,0.42,0.38,2023-10-07,618,1,VIIRS,n,2.0NRT,306.97,9.8,D,Palembang,-2.9831,104.7527,52.8,1
