latitude,longitude,bright_ti4,Tanggal,tgl,kota,lat_pol,lon_pol,PM2_5,ISPU_PM_2_5,PM10,geo,jarak,hs,,,,,,,,,,,,
-3.175,104.65739,341.65,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.1750104.65739,23.71765425,1,,,,,,,,,,,,
-3.15056,103.59245,333.82,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.15056103.59245,130.2971566,1,,,,,,,,,,,,
-3.14704,103.59192,333.54,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.14704103.59192,130.3009631,1,,,,,,,,,,,,
-3.12065,105.62909,334.3,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.12065105.62909,98.60199431,1,,,,,,,,,,,,
-3.11721,105.62983,332.07,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.11721105.62983,98.62551286,1,,,,,,,,,,,,
-3.0999,105.10616,350.28,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09990105.10616,41.36017374,1,,,,,,,,,,,,
-3.09841,105.1155,339.68,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09841105.11550,42.29783253,1,,,,,,,,,,,,
-3.09742,105.10294,342.61,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09742105.10294,40.934805,1,,,,,,,,,,,,
-3.0967,105.10763,347.63,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09670105.10763,41.40678364,1,,,,,,,,,,,,
-3.09609,105.10557,342.47,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09609105.10557,41.16812595,1,,,,,,,,,,,,
-3.09525,105.08631,342.76,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09525105.08631,39.10394365,1,,,,,,,,,,,,
-3.09513,105.28478,338.4,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09513105.28478,60.43146502,1,,,,,,,,,,,,
-3.09348,105.24538,337.17,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09348105.24538,56.11186723,1,,,,,,,,,,,,
-3.09288,105.10705,344.95,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09288105.10705,41.21904706,1,,,,,,,,,,,,
-3.09193,105.08774,339.01,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09193105.08774,39.14036035,1,,,,,,,,,,,,
-3.09192,104.93615,333.33,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09192104.93615,23.67848551,1,,,,,,,,,,,,
-3.09152,105.10966,340.09,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09152105.10966,41.45268591,1,,,,,,,,,,,,
-3.09114,105.23528,337.87,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09114105.23528,54.95976761,1,,,,,,,,,,,,
-3.08883,105.08249,344.79,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08883105.08249,38.47995373,1,,,,,,,,,,,,
-3.08763,105.08515,338.77,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08763105.08515,38.72197948,1,,,,,,,,,,,,
-3.08408,105.60933,333.02,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08408105.60933,95.87928618,1,,,,,,,,,,,,
-3.08252,105.61936,339.44,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08252105.61936,96.96712649,1,,,,,,,,,,,,
-3.08174,105.62439,342.31,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08174105.62439,97.51304919,1,,,,,,,,,,,,
-3.08111,105.22402,337.46,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08111105.22402,53.50327932,1,,,,,,,,,,,,
-3.07939,105.22103,330.66,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.07939105.22103,53.13943515,1,,,,,,,,,,,,
-3.07867,105.2258,336.4,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.07867105.22580,53.64331876,1,,,,,,,,,,,,
-3.07779,105.62378,333.85,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.07779105.62378,97.39791714,1,,,,,,,,,,,,
-3.07727,105.22344,334.45,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.07727105.22344,53.35574044,1,,,,,,,,,,,,
-3.07651,105.2282,334.33,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.07651105.22820,53.85864721,1,,,,,,,,,,,,
-3.07575,105.23294,335.38,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.07575105.23294,54.35999928,1,,,,,,,,,,,,
-3.07482,105.2252,336.78,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.07482105.22520,53.49567726,1,,,,,,,,,,,,
-3.07409,105.22997,345.15,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.07409105.22997,54.00133034,1,,,,,,,,,,,,
-3.07342,105.22285,333.01,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.07342105.22285,53.20995933,1,,,,,,,,,,,,
-3.07266,105.22761,335.43,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.07266105.22761,53.71425275,1,,,,,,,,,,,,
-3.06991,104.61123,347.63,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.06991104.61123,18.42469453,1,,,,,,,,,,,,
-3.05777,105.00636,339.96,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.05777105.00636,29.38232507,1,,,,,,,,,,,,
-3.05682,102.88432,338.03,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.05682102.88432,207.8600638,1,,,,,,,,,,,,
-3.0534,102.8838,336.44,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.05340102.88380,207.903668,1,,,,,,,,,,,,
-3.04785,105.60891,367,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.04785105.60891,95.45067666,1,,,,,,,,,,,,
-3.0447,105.60329,331.03,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.04470105.60329,94.80216622,1,,,,,,,,,,,,
-3.04391,105.60831,337.78,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.04391105.60831,95.3526225,1,,,,,,,,,,,,
-3.03976,104.82574,330.96,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.03976104.82574,10.25584721,1,,,,,,,,,,,,
-3.02447,105.02026,336.47,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.02447105.02026,30.09371999,1,,,,,,,,,,,,
-3.02402,105.07259,350.21,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.02402105.07259,35.84811268,1,,,,,,,,,,,,
-3.02386,104.38278,337.36,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.02386104.38278,41.36937267,1,,,,,,,,,,,,
-3.02019,104.38223,336.87,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.02019104.38223,41.38803753,1,,,,,,,,,,,,
-3.01713,105.06676,333.7,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.01713105.06676,35.11560081,1,,,,,,,,,,,,
-3.01579,104.43437,349,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.01579104.43437,35.57225006,1,,,,,,,,,,,,
-3.01332,105.06618,338.37,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.01332105.06618,35.00883281,1,,,,,,,,,,,,
-3.01172,105.05163,350.7,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.01172105.05163,33.38186539,1,,,,,,,,,,,,
-3.00155,102.87917,344.12,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.00155102.87917,208.2879064,1,,,,,,,,,,,,
-3.00145,102.87975,339.18,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.00145102.87975,208.223333,1,,,,,,,,,,,,
-2.99955,105.05454,347.22,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.99955105.05454,33.60446496,1,,,,,,,,,,,,
-2.99713,105.05084,337.58,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.99713105.05084,33.18019884,1,,,,,,,,,,,,
-2.98067,105.42346,331.34,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.98067105.42346,74.56872104,1,,,,,,,,,,,,
-2.92871,104.84248,336.48,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.92871104.84248,11.65303444,1,,,,,,,,,,,,
-2.86998,104.6967,343.55,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.86998104.69670,13.97222525,1,,,,,,,,,,,,
-2.8625,104.69556,333.83,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.86250104.69556,14.77137765,1,,,,,,,,,,,,
-2.85876,103.23507,345.71,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.85876103.23507,169.283009,1,,,,,,,,,,,,
-2.846,102.98122,331.39,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.8460102.98122,197.5294248,1,,,,,,,,,,,,
-2.84427,102.96947,333.81,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.84427102.96947,198.8467466,1,,,,,,,,,,,,
-2.84198,102.98444,330.65,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.84198102.98444,197.2075155,1,,,,,,,,,,,,
-2.84083,102.96895,340.3,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.84083102.96895,198.934403,1,,,,,,,,,,,,
-2.84026,102.97269,348.14,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.84026102.97269,198.5249611,1,,,,,,,,,,,,
-2.83815,104.72855,332.37,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.83815104.72855,16.25147968,1,,,,,,,,,,,,
-2.83744,104.73305,332.13,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.83744104.73305,16.25414646,1,,,,,,,,,,,,
-2.83027,104.62335,330.26,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.83027104.62335,22.19008244,1,,,,,,,,,,,,
-2.82655,104.62278,334,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.82655104.62278,22.54549629,1,,,,,,,,,,,,
-2.804,104.89535,338.58,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.8040104.89535,25.37202865,1,,,,,,,,,,,,
-2.80395,104.89669,340.14,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.80395104.89669,25.46971862,1,,,,,,,,,,,,
-2.78572,104.56676,337.3,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.78572104.56676,30.06196005,1,,,,,,,,,,,,
-2.78503,104.57117,335.55,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.78503104.57117,29.78299421,1,,,,,,,,,,,,
-2.782,104.5662,330.64,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.7820104.56620,30.40437339,1,,,,,,,,,,,,
-2.7776,104.57005,352.59,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.77760104.57005,30.47515264,1,,,,,,,,,,,,
-2.76704,104.8348,335.35,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.76704104.83480,25.57561079,1,,,,,,,,,,,,
-2.75207,104.27815,332.8,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.75207104.27815,58.62034218,1,,,,,,,,,,,,
-2.75141,104.28241,331.45,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.75141104.28241,58.22650715,1,,,,,,,,,,,,
-2.74841,104.27759,333,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.74841104.27759,58.85379228,1,,,,,,,,,,,,
-2.64173,102.78242,332.45,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.64173102.78242,222.2961723,1,,,,,,,,,,,,
-2.55807,104.61116,343.06,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.55807104.61116,49.56346728,1,,,,,,,,,,,,
-2.54313,104.68229,339.51,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.54313104.68229,49.27639941,1,,,,,,,,,,,,
-2.51061,105.1674,339.98,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.51061105.16740,69.68464778,1,,,,,,,,,,,,
-2.50986,105.1722,338.99,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.50986105.17220,70.10085845,1,,,,,,,,,,,,
-2.47308,103.55169,334.14,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.47308103.55169,144.964763,1,,,,,,,,,,,,
-2.42735,105.36929,337.04,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.42735105.36929,92.07201113,1,,,,,,,,,,,,
-2.42089,105.0971,332.31,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.42089105.09710,73.01615701,1,,,,,,,,,,,,
-2.38851,104.33133,332.41,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38851104.33133,80.73533518,1,,,,,,,,,,,,
-2.38784,104.33566,335.4,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38784104.33566,80.51741742,1,,,,,,,,,,,,
-2.38483,104.33077,347.97,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38483104.33077,81.10310612,1,,,,,,,,,,,,
-2.38452,104.30859,343.06,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38452104.30859,82.58187419,1,,,,,,,,,,,,
-2.38416,104.33511,346.85,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38416104.33511,80.88554206,1,,,,,,,,,,,,
-2.38384,104.31291,335.69,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38384104.31291,82.35600634,1,,,,,,,,,,,,
-2.38115,104.33022,335.78,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38115104.33022,81.47065586,1,,,,,,,,,,,,
-2.38047,104.33455,335,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38047104.33455,81.25562618,1,,,,,,,,,,,,
-2.36028,103.46165,340.87,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.36028103.46165,159.2274062,1,,,,,,,,,,,,
-2.19092,103.9675,339.98,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.19092103.96750,123.684032,1,,,,,,,,,,,,
-3.35143,105.51209,306.3,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.35143105.51209,93.71933548,1,,,,,,,,,,,,
-3.35087,105.50878,311.53,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.35087105.50878,93.36115412,1,,,,,,,,,,,,
-3.35031,105.50548,304.38,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.35031105.50548,93.00408953,1,,,,,,,,,,,,
-3.34511,105.00996,302.31,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.34511105.00996,49.19422553,1,,,,,,,,,,,,
-3.33962,105.01092,303.62,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.33962105.01092,48.7642898,1,,,,,,,,,,,,
-3.33902,105.00731,302.02,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.33902105.00731,48.4753282,1,,,,,,,,,,,,
-3.29709,105.40542,317.57,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.29709105.40542,80.43189383,1,,,,,,,,,,,,
-3.29118,105.40298,350.24,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.29118105.40298,79.90672877,1,,,,,,,,,,,,
-3.29062,105.39959,304.96,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.29062105.39959,79.5395645,1,,,,,,,,,,,,
-3.18326,104.66091,302.02,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.18326104.66091,24.37182452,1,,,,,,,,,,,,
-3.17383,104.65855,303.85,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.17383104.65855,23.54437689,1,,,,,,,,,,,,
-3.1732,104.65473,323.12,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.17320104.65473,23.67430142,1,,,,,,,,,,,,
-3.16756,104.65569,314,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.16756104.65569,23.07227024,1,,,,,,,,,,,,
-3.09486,105.28048,299.47,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09486105.28048,59.95753751,1,,,,,,,,,,,,
-3.0945,105.26728,304.05,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09450105.26728,58.51407822,1,,,,,,,,,,,,
-3.0943,105.27701,312.66,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09430105.27701,59.56733566,1,,,,,,,,,,,,
-3.09391,105.2638,304.41,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09391105.26380,58.1221804,1,,,,,,,,,,,,
-3.09332,105.26031,341.26,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09332105.26031,57.72920123,1,,,,,,,,,,,,
-3.09273,105.25684,309.44,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09273105.25684,57.33840057,1,,,,,,,,,,,,
-3.09261,105.26657,315.33,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09261105.26657,58.39327442,1,,,,,,,,,,,,
-3.09204,105.26306,311.63,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09204105.26306,57.99851771,1,,,,,,,,,,,,
-3.09155,105.24988,306.33,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09155105.24988,56.55464256,1,,,,,,,,,,,,
-3.09148,105.25958,346.89,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09148105.25958,57.60725901,1,,,,,,,,,,,,
-3.09144,105.28207,305.07,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09144105.28207,60.05401254,1,,,,,,,,,,,,
-3.09096,105.24641,334.71,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09096105.24641,56.16385832,1,,,,,,,,,,,,
-3.09085,105.27859,328.24,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09085105.27859,59.66193927,1,,,,,,,,,,,,
-3.09037,105.24292,325.57,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09037105.24292,55.77090732,1,,,,,,,,,,,,
-3.09026,105.27512,299.56,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.09026105.27512,59.27095797,1,,,,,,,,,,,,
-3.08978,105.24911,312.96,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08978105.24911,56.42980051,1,,,,,,,,,,,,
-3.08945,105.2814,306.66,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08945105.28140,59.93752205,1,,,,,,,,,,,,
-3.08922,105.24561,333.68,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08922105.24561,56.03639489,1,,,,,,,,,,,,
-3.08908,105.26818,307.61,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08908105.26818,58.4890036,1,,,,,,,,,,,,
-3.08888,105.27792,314.64,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08888105.27792,59.54583984,1,,,,,,,,,,,,
-3.08865,105.24211,306.43,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.08865105.24211,55.64276517,1,,,,,,,,,,,,
-3.03284,105.60413,304.79,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.03284105.60413,94.81070601,1,,,,,,,,,,,,
-3.02215,104.38936,309.6,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.02215104.38936,40.62181893,1,,,,,,,,,,,,
-3.02148,104.38535,326.99,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.02148104.38535,41.05739117,1,,,,,,,,,,,,
-3.02082,104.38135,301.01,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.02082104.38135,41.492318,1,,,,,,,,,,,,
-3.00568,104.60728,324.95,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.00568104.60728,16.35780559,1,,,,,,,,,,,,
-3.00502,104.60336,304.69,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.00502104.60336,16.77791774,1,,,,,,,,,,,,
-2.84103,102.96626,302.72,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.84103102.96626,199.2307706,1,,,,,,,,,,,,
-2.83286,104.07617,317.79,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.83286104.07617,77.02749391,1,,,,,,,,,,,,
-2.79028,104.5686,324.17,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.79028104.56860,29.55583674,1,,,,,,,,,,,,
-2.51463,105.15378,302.26,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.51463105.15378,68.35437354,1,,,,,,,,,,,,
-2.38364,104.3081,300.57,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38364104.30810,82.69246,1,,,,,,,,,,,,
-2.38297,104.30393,299.46,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38297104.30393,83.02972523,1,,,,,,,,,,,,
-2.38268,104.30785,305.31,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38268104.30785,82.79419393,1,,,,,,,,,,,,
-2.38229,104.29978,299.6,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38229104.29978,83.36780899,1,,,,,,,,,,,,
-2.38198,104.30371,299.35,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38198104.30371,83.13194545,1,,,,,,,,,,,,
-2.38186,104.33401,300.18,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38186104.33401,81.16404017,1,,,,,,,,,,,,
-2.38162,104.29561,300.83,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38162104.29561,83.70761083,1,,,,,,,,,,,,
-2.38127,104.29955,300.43,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38127104.29955,83.47316556,1,,,,,,,,,,,,
-2.38118,104.32986,310.31,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38118104.32986,81.49103609,1,,,,,,,,,,,,
-2.38108,104.33372,304.86,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38108104.33372,81.25319806,1,,,,,,,,,,,,
-2.38094,104.29144,302.15,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38094104.29144,84.04953879,1,,,,,,,,,,,,
-2.38056,104.29539,304.14,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38056104.29539,83.81562341,1,,,,,,,,,,,,
-2.38051,104.32571,301.34,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38051104.32571,81.81849666,1,,,,,,,,,,,,
-2.38037,104.32957,310.01,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.38037104.32957,81.58280899,1,,,,,,,,,,,,
-2.37986,104.29121,303.6,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.37986104.29121,84.15978338,1,,,,,,,,,,,,
-2.37966,104.32543,299.97,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.37966104.32543,81.91312393,1,,,,,,,,,,,,
-2.37578,104.29662,306.49,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.37578104.29662,84.15395345,1,,,,,,,,,,,,
-2.3751,104.29245,309.6,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.37510104.29245,84.49403473,1,,,,,,,,,,,,
-2.37472,104.29637,305.87,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.37472104.29637,84.26426835,1,,,,,,,,,,,,
-2.37468,104.32671,300,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.37468104.32671,82.28034719,1,,,,,,,,,,,,
-2.37401,104.29221,304.9,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-2.37401104.29221,84.60613104,1,,,,,,,,,,,,
-4.57415,104.2515,305.26,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-4.57415104.25150,184.5347908,1,,,,,,,,,,,,
-4.15811,104.4341,301.12,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-4.15811104.43410,134.6663857,1,,,,,,,,,,,,
-4.15746,104.43031,300.96,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-4.15746104.43031,134.7083925,1,,,,,,,,,,,,
-3.98205,103.96545,307.3,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.98205103.96545,140.9031177,1,,,,,,,,,,,,
-3.88302,104.57542,315.23,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.88302104.57542,101.4427109,1,,,,,,,,,,,,
-3.85973,104.64128,301.98,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.85973104.64128,97.7237021,1,,,,,,,,,,,,
-3.85286,104.63473,331.42,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.85286104.63473,97.06581388,1,,,,,,,,,,,,
-3.84886,104.63564,301.9,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.84886104.63564,96.61390467,1,,,,,,,,,,,,
-3.843,104.6442,308.91,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.8430104.64420,95.84756273,1,,,,,,,,,,,,
-3.83895,104.6452,313.17,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.83895104.64520,95.38931438,1,,,,,,,,,,,,
-3.82114,105.20636,313.24,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.82114105.20636,105.4937923,1,,,,,,,,,,,,
-3.81879,105.20664,319.9,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.81879105.20664,105.2805306,1,,,,,,,,,,,,
-3.81576,105.20728,304.23,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.81576105.20728,105.0207907,1,,,,,,,,,,,,
-3.81284,105.20415,308.5,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.81284105.20415,104.5705501,1,,,,,,,,,,,,
-3.80549,105.22649,318.68,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.80549105.22649,105.0798876,1,,,,,,,,,,,,
-3.80379,105.21626,305.12,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.80379105.21626,104.3514275,1,,,,,,,,,,,,
-3.80098,105.26569,307.45,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.80098105.26569,106.9065542,1,,,,,,,,,,,,
-3.76927,103.76261,314.6,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.76927103.76261,140.2247466,1,,,,,,,,,,,,
-3.74859,105.56537,301.72,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.74859105.56537,123.7779259,1,,,,,,,,,,,,
-3.74412,103.75797,302.67,11,11,Palembang,-2.9831,104.7527,43.41,97.63,53.85,-3.74412103.75797,138.9288899,1,,,,,,,,,,,,
