country_id,latitude,longitude,bright_ti4,scan,track,tanggal,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,lat_p,lon_p
IDN,-3.58784,104.61951,335.92,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,302.79,5.6,D,-2.9831,104.7527
IDN,-3.58453,104.61901,351.56,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,304.72,5.6,D,-2.9831,104.7527
IDN,-3.58365,104.64716,330.46,0.39,0.36,2023-10-01,629,1,VIIRS,l,2.0NRT,302.37,2.86,D,-2.9831,104.7527
IDN,-3.58313,104.65061,340.54,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,300.53,6.9,D,-2.9831,104.7527
IDN,-3.58034,104.64666,333.37,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,302.27,2.86,D,-2.9831,104.7527
IDN,-3.57981,104.65012,346.41,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,303.73,6.9,D,-2.9831,104.7527
IDN,-3.57042,105.598,343.6,0.4,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,297.1,3.01,D,-2.9831,104.7527
IDN,-3.54545,104.63081,336.63,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,300.61,3.3,D,-2.9831,104.7527
IDN,-3.53984,104.69009,333.7,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,301.43,3.64,D,-2.9831,104.7527
IDN,-3.53813,104.61204,336.28,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,292.86,1.36,D,-2.9831,104.7527
IDN,-3.5381,104.97041,332.6,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,302.09,2.88,D,-2.9831,104.7527
IDN,-3.53694,105.74762,340.49,0.4,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,294.24,4.8,D,-2.9831,104.7527
IDN,-3.5355,104.62931,367,0.39,0.36,2023-10-01,629,1,VIIRS,h,2.0NRT,302.1,14.97,D,-2.9831,104.7527
IDN,-3.53271,104.62536,333.56,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,300.7,8.11,D,-2.9831,104.7527
IDN,-3.53244,105.75434,346.59,0.4,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,295.55,6.22,D,-2.9831,104.7527
IDN,-3.53219,104.62881,367,0.39,0.36,2023-10-01,629,1,VIIRS,h,2.0NRT,305.12,14.46,D,-2.9831,104.7527
IDN,-3.53166,104.63227,346.01,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,301.67,14.46,D,-2.9831,104.7527
IDN,-3.5294,104.62486,332.46,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,301.66,8.11,D,-2.9831,104.7527
IDN,-3.52887,104.62831,343.07,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,304.56,14.46,D,-2.9831,104.7527
IDN,-3.52273,104.69106,337.47,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,304.57,3.96,D,-2.9831,104.7527
IDN,-3.52238,105.65297,332.51,0.4,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,290.84,3.59,D,-2.9831,104.7527
IDN,-3.51909,104.64806,338.12,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,305.1,6.47,D,-2.9831,104.7527
IDN,-3.50991,105.35184,341.44,0.39,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,303.85,10.25,D,-2.9831,104.7527
IDN,-3.50936,105.35538,354.41,0.39,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,310.13,10.66,D,-2.9831,104.7527
IDN,-3.50882,105.35892,335.32,0.39,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,301.98,10.66,D,-2.9831,104.7527
IDN,-3.50818,105.34071,350.5,0.39,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,313.01,30.39,D,-2.9831,104.7527
IDN,-3.50764,105.34425,356.45,0.39,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,311.92,30.39,D,-2.9831,104.7527
IDN,-3.5071,105.3478,367,0.39,0.37,2023-10-01,629,1,VIIRS,h,2.0NRT,313.05,10.25,D,-2.9831,104.7527
IDN,-3.50684,105.41663,331.75,0.4,0.37,2023-10-01,629,1,VIIRS,l,2.0NRT,306.12,4.49,D,-2.9831,104.7527
IDN,-3.50655,105.35134,367,0.39,0.37,2023-10-01,629,1,VIIRS,h,2.0NRT,309.6,10.25,D,-2.9831,104.7527
IDN,-3.50629,105.42018,332.06,0.4,0.37,2023-10-01,629,1,VIIRS,l,2.0NRT,305.8,3.66,D,-2.9831,104.7527
IDN,-3.50601,105.35488,353.48,0.39,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,306.06,10.66,D,-2.9831,104.7527
IDN,-3.50547,105.35842,351.98,0.39,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,302.62,10.66,D,-2.9831,104.7527
IDN,-3.50538,105.33667,334.83,0.39,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,300.03,4.42,D,-2.9831,104.7527
IDN,-3.50483,105.34021,348.02,0.39,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,302.98,10.97,D,-2.9831,104.7527
IDN,-3.50425,104.65644,347.23,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,305.58,7.14,D,-2.9831,104.7527
IDN,-3.50382,105.23534,345.42,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,301.11,17.45,D,-2.9831,104.7527
IDN,-3.50348,105.41612,331.35,0.4,0.37,2023-10-01,629,1,VIIRS,l,2.0NRT,306.34,4.49,D,-2.9831,104.7527
IDN,-3.50293,105.41967,331.34,0.4,0.37,2023-10-01,629,1,VIIRS,l,2.0NRT,303.86,3.66,D,-2.9831,104.7527
IDN,-3.50215,104.67028,346.12,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,302.65,10.92,D,-2.9831,104.7527
IDN,-3.50163,105.23372,333.83,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,299.64,8.64,D,-2.9831,104.7527
IDN,-3.50146,104.65249,339.3,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,302.86,4.71,D,-2.9831,104.7527
IDN,-3.49983,104.88628,345.49,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,310.28,9.22,D,-2.9831,104.7527
IDN,-3.49762,104.65544,337.51,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,299.41,4.71,D,-2.9831,104.7527
IDN,-3.49547,105.22919,339.74,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,296.71,5.26,D,-2.9831,104.7527
IDN,-3.49316,105.66327,342.11,0.4,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,297.78,3.33,D,-2.9831,104.7527
IDN,-3.49266,105.22517,346.07,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,302.73,20.48,D,-2.9831,104.7527
IDN,-3.49213,105.22869,347.11,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,298.88,5.26,D,-2.9831,104.7527
IDN,-3.48868,105.66996,339.83,0.4,0.37,2023-10-01,629,1,VIIRS,n,2.0NRT,298.28,4.64,D,-2.9831,104.7527
IDN,-3.4833,104.66037,335.63,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,305.1,3.81,D,-2.9831,104.7527
IDN,-3.47675,105.17239,338.6,0.39,0.36,2023-10-01,629,1,VIIRS,n,2.0NRT,302.04,3.6,D,-2.9831,104.7527
